tag,time,approve,uid,name,sex,review
0,2021-06-13 19:55:18,3.0,237733293.0,潘大虾-,男,近代部分救亡图存的人物介绍，因为时间有限，还有很多人想弄没弄上，比如梁启超，谭嗣同，陈独秀，闻一多......
0,2021-06-13 20:04:48,6.0,164954195.0,半梦言述,男,up太优秀了，我要向up主学习[粽子][粽子]
0,2021-06-13 22:07:14,2.0,114294988.0,机智的皮皮舟,男,马上看完《走向共和》接下来继续看《觉醒年代》[打call]
0,2021-06-13 22:33:41,0.0,237733293.0,潘大虾-,男,觉醒年代永远滴神
0,2021-10-10 19:16:10,1.0,271274203.0,次老鼠的02,女,我们政治老师上课就用了这个视频！感谢up[tv_doge]
0,2021-10-10 20:14:54,0.0,237733293.0,潘大虾-,男,我去，这么冷门都给发掘了，谢谢你们老师，也谢谢你😊
0,2021-08-29 21:55:39,0.0,500138311.0,Hacker_Null617,男,[热词系列_三连]都是仁人志士！
0,2021-08-29 22:02:51,0.0,237733293.0,潘大虾-,男,可惜没人看[笑哭]
0,2022-09-29 00:00:03,1.0,397995444.0,HA熙,男,回复 @潘大虾- :投币支持
